date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_2_normalized,smart_3_normalized,smart_5_normalized,smart_7_normalized,smart_8_normalized,time_day,smart_192_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_196_normalized,smart_197_normalized,smart_198_normalized,smart_200_normalized,smart_254_normalized,end_date,vida_util_days,vida_util_restante,vida_util_restante_int
2016-01-01,W0Q0FNFH,ST320LT007,1.581370405447e-312,0,119,,98,100,87,,854.0,100.0,64.0,28.0,53.0,,100,100,,100.0,2016-01-21,874.1666666666666,20 days 00:00:00.000000000,20.0
2016-01-01,Z300XE6A,ST4000DM000,1.976651427858e-311,0,114,,91,100,85,,732.8333333333334,100.0,100.0,20.0,,,100,100,,,2016-01-11,742.8333333333334,10 days 00:00:00.000000000,10.0
2016-01-01,13H883WAS,TOSHIBA DT01ACA300,1.4824899095664e-311,0,99,100.0,132,100,100,100.0,701.5416666666666,100.0,100.0,253.0,,100.0,100,100,,,2016-04-20,811.5,110 days 00:00:00.000000000,110.0
2016-01-01,Z302FZTY,ST4000DM000,1.976651427858e-311,0,116,,97,100,85,,322.3333333333333,100.0,100.0,32.0,,,100,100,,,2016-01-12,333.3333333333333,11 days 00:00:00.000000000,11.0
2016-01-01,S2X3XHVM,ST9250315AS,1.235457342643e-312,0,113,,99,100,84,,804.7083333333334,100.0,59.0,24.0,47.0,,100,100,,100.0,2016-01-19,823.0416666666666,18 days 00:00:00.000000000,18.0
2016-01-01,W300R7RJ,ST4000DM000,1.976651427858e-311,0,117,,99,100,84,,232.41666666666666,100.0,100.0,19.0,,,100,100,,,2016-01-19,250.41666666666666,18 days 00:00:00.000000000,18.0
2016-01-01,Z302FS4Q,ST4000DM000,1.976651427858e-311,0,117,,99,100,84,,258.375,100.0,91.0,30.0,,,100,100,,,2016-04-20,368.3333333333333,110 days 00:00:00.000000000,110.0
2016-01-01,Z3040DVP,ST4000DM000,1.976651427858e-311,0,118,,98,100,78,,90.58333333333333,100.0,98.0,26.0,,,100,100,,,2016-01-19,108.54166666666667,18 days 00:00:00.000000000,18.0
2016-01-01,Z300GPH9,ST4000DM000,1.976651427858e-311,0,117,,91,100,87,,848.875,100.0,1.0,30.0,,,100,100,,,2016-01-13,860.9166666666666,12 days 00:00:00.000000000,12.0
2016-01-01,MJ1321YNG0JKMA,Hitachi HDS5C3030ALA630,1.4824899095664e-311,0,71,100.0,123,79,100,100.0,1587.125,99.0,99.0,181.0,,75.0,100,100,,,2016-04-13,1690.0833333333333,103 days 00:00:00.000000000,103.0
2016-01-01,PL2331LAGUKVZJ,HGST HMS5C4040ALE640,1.976651427858e-311,0,100,134.0,100,100,100,111.0,456.2916666666667,100.0,100.0,253.0,,100.0,100,100,,,2016-01-07,462.2916666666667,6 days 00:00:00.000000000,6.0
2016-01-01,W0Q24X20,ST320LT007,1.581370405447e-312,0,114,,98,100,87,,855.2916666666666,100.0,60.0,23.0,50.0,,100,100,,100.0,2016-01-21,875.5,20 days 00:00:00.000000000,20.0
2016-01-01,W300T2RC,ST4000DM000,1.976651427858e-311,0,118,,91,100,89,,700.9166666666666,100.0,71.0,31.0,,,100,100,,,2016-04-28,818.875,118 days 00:00:00.000000000,118.0
2016-01-01,Z304KC0K,ST4000DM000,1.976651427858e-311,0,120,,96,100,75,,43.25,100.0,97.0,30.0,,,100,100,,,2016-04-21,154.25,111 days 00:00:00.000000000,111.0
2016-01-01,W0Q7G2SX,ST320LT007,1.581370405447e-312,0,115,,98,100,87,,1074.5416666666667,100.0,21.0,25.0,55.0,,100,100,,100.0,2016-04-05,1170.5,95 days 00:00:00.000000000,95.0
2016-01-01,Z3012XB4,ST4000DM000,1.976651427858e-311,0,112,,95,100,81,,638.3333333333334,100.0,98.0,28.0,,,100,100,,,2016-04-13,741.2916666666666,103 days 00:00:00.000000000,103.0
2016-01-01,W300CWLM,ST4000DM000,1.976651427858e-311,0,119,,92,100,86,,828.9583333333334,100.0,95.0,28.0,,,100,100,,,2016-04-27,945.8333333333334,117 days 00:00:00.000000000,117.0
2016-01-01,PL2331LAGUJLMJ,HGST HMS5C4040ALE640,1.976651427858e-311,0,100,133.0,100,100,100,113.0,456.2916666666667,100.0,100.0,253.0,,100.0,100,100,,,2016-01-07,462.2916666666667,6 days 00:00:00.000000000,6.0
2016-01-01,Z303RK24,ST4000DM000,1.976651427858e-311,0,117,,95,100,78,,110.25,100.0,52.0,21.0,,,100,100,,,2016-01-06,115.16666666666667,5 days 00:00:00.000000000,5.0
2016-01-01,Z300GZ1N,ST4000DM000,1.976651427858e-311,0,109,,92,100,87,,900.0416666666666,100.0,93.0,26.0,,,100,100,,,2016-01-06,905.0,5 days 00:00:00.000000000,5.0
2016-01-01,Z1Z05984,ST4000DX000,1.976651427858e-311,0,111,,90,100,94,,960.7916666666666,100.0,100.0,30.0,55.0,,100,100,,,2016-04-24,1074.7083333333333,114 days 00:00:00.000000000,114.0
2016-01-01,Z300P99L,ST4000DM000,1.976651427858e-311,0,114,,91,100,86,,796.375,100.0,96.0,24.0,,,100,100,,,2016-01-10,805.4166666666666,9 days 00:00:00.000000000,9.0
2016-01-01,Z30251KE,ST4000DM000,1.976651427858e-311,0,116,,94,100,87,,443.625,100.0,99.0,19.0,,,100,100,,,2016-04-05,538.5416666666666,95 days 00:00:00.000000000,95.0
2016-01-01,Z30250YD,ST4000DM000,1.976651427858e-311,0,117,,98,100,86,,413.2916666666667,100.0,96.0,29.0,,,100,100,,,2016-04-28,531.2083333333334,118 days 00:00:00.000000000,118.0
2016-01-01,W300692Z,ST4000DM000,1.976651427858e-311,0,117,,91,100,81,,723.75,100.0,85.0,20.0,,,100,100,,,2016-04-12,825.7083333333334,102 days 00:00:00.000000000,102.0
2016-01-01,WD-WMAV3J877125,WDC WD800AAJS,3.95382761547e-313,0,200,,138,200,200,,1355.9166666666667,200.0,200.0,112.0,,200.0,200,100,100.0,,2016-04-26,1471.7083333333333,116 days 00:00:00.000000000,116.0
2016-01-01,W300STTQ,ST4000DM000,1.976651427858e-311,0,114,,91,100,88,,700.9583333333334,100.0,68.0,30.0,,,100,100,,,2016-04-02,792.875,92 days 00:00:00.000000000,92.0
2016-01-01,JK1105B8GHLUBX,Hitachi HDS722020ALA330,9.88328391275e-312,0,99,100.0,116,100,100,100.0,1882.875,99.0,99.0,193.0,,100.0,100,100,,,2016-01-03,1884.875,2 days 00:00:00.000000000,2.0
2016-01-01,W0Q0F3BV,ST320LT007,1.581370405447e-312,0,114,,98,100,87,,911.6666666666666,100.0,55.0,33.0,53.0,,100,100,,100.0,2016-01-19,929.8333333333334,18 days 00:00:00.000000000,18.0
2016-01-01,Z1Z03EWL,ST4000DX000,1.976651427858e-311,0,118,,90,100,95,,1048.0416666666667,100.0,100.0,33.0,55.0,,100,100,,,2016-04-07,1144.9583333333333,97 days 00:00:00.000000000,97.0
2016-01-01,Z300ZRW5,ST4000DM000,1.976651427858e-311,0,117,,91,100,84,,695.125,100.0,83.0,19.0,,,100,100,,,2016-04-26,811.0416666666666,116 days 00:00:00.000000000,116.0
2016-01-01,Z300WF3E,ST4000DM000,1.976651427858e-311,0,118,,91,100,72,,728.125,100.0,89.0,27.0,,,100,100,,,2016-01-02,729.125,1 days 00:00:00.000000000,1.0
2016-01-01,Z3024W2C,ST4000DM000,1.976651427858e-311,0,116,,98,100,87,,420.25,100.0,100.0,24.0,,,100,100,,,2016-01-20,439.25,19 days 00:00:00.000000000,19.0
2016-01-01,Z3015L8T,ST4000DM000,1.976651427858e-311,0,119,,95,100,82,,645.4166666666666,100.0,100.0,28.0,,,100,100,,,2016-04-23,758.375,113 days 00:00:00.000000000,113.0
2016-01-01,6VMX70TB,ST3160316AS,7.9071197618e-313,0,120,,100,100,86,,1574.375,,,30.0,64.0,,100,100,,,2016-04-04,1668.3333333333333,94 days 00:00:00.000000000,94.0
2016-01-01,Z30250H2,ST4000DM000,1.976651427858e-311,0,114,,93,100,87,,443.2916666666667,100.0,85.0,25.0,,,100,100,,,2016-04-04,537.2083333333334,94 days 00:00:00.000000000,94.0
2016-01-01,Z3016SP1,ST4000DM000,1.976651427858e-311,0,115,,92,100,87,,602.6666666666666,100.0,87.0,27.0,,,100,100,,,2016-01-10,611.6666666666666,9 days 00:00:00.000000000,9.0
2016-01-01,Z300PMK8,ST4000DM000,1.976651427858e-311,0,116,,91,100,87,,802.25,100.0,96.0,23.0,,,100,100,,,2016-01-13,814.25,12 days 00:00:00.000000000,12.0
2016-01-01,Z304GR9H,ST4000DM000,1.976651427858e-311,0,105,,96,100,79,,86.54166666666667,100.0,100.0,34.0,,,100,100,,,2016-01-08,93.54166666666667,7 days 00:00:00.000000000,7.0
2016-01-01,Z300GQAF,ST4000DM000,1.976651427858e-311,0,117,,91,100,88,,900.125,100.0,84.0,24.0,,,100,100,,,2016-04-01,991.0416666666666,91 days 00:00:00.000000000,91.0
2016-01-01,Z304KCC3,ST4000DM000,1.976651427858e-311,0,115,,96,100,79,,85.45833333333333,100.0,99.0,33.0,,,100,100,,,2016-04-05,180.41666666666666,95 days 00:00:00.000000000,95.0
2016-01-01,JK1171YAK2045N,Hitachi HDS722020ALA330,9.88328391275e-312,0,95,100.0,115,100,100,100.0,1987.0,99.0,99.0,222.0,,100.0,100,100,,,2016-04-04,2080.9583333333335,94 days 00:00:00.000000000,94.0
2016-01-02,Z300ZST1,ST4000DM000,1.976651427858e-311,0,108,,91,100,84,,696.2083333333334,100.0,91.0,24.0,,,100,100,,,2016-01-17,711.1666666666666,15 days 00:00:00.000000000,15.0
2016-01-02,9VY8TCAV,ST3160318AS,7.9071197618e-313,0,117,,97,100,87,,1855.9583333333333,,,25.0,48.0,,100,100,,,2016-04-09,1953.125,98 days 00:00:00.000000000,98.0
2016-01-02,W300BG0H,ST4000DM000,1.976651427858e-311,0,119,,91,100,87,,845.4166666666666,100.0,96.0,19.0,,,100,100,,,2016-04-18,952.375,107 days 00:00:00.000000000,107.0
2016-01-02,W300J6FX,ST4000DM000,1.976651427858e-311,0,119,,92,100,87,,845.7083333333334,100.0,97.0,19.0,,,100,100,,,2016-04-09,943.6666666666666,98 days 00:00:00.000000000,98.0
2016-01-02,Z3014A4S,ST4000DM000,1.976651427858e-311,0,118,,91,100,84,,705.9583333333334,100.0,99.0,33.0,,,100,100,,,2016-01-10,714.0,8 days 00:00:00.000000000,8.0
2016-01-02,Z4D045CF,ST6000DX000,2.9649744644415e-311,0,118,,88,100,90,,513.0,100.0,98.0,25.0,65.0,,100,100,,,2016-04-05,606.9166666666666,94 days 00:00:00.000000000,94.0
2016-01-02,Z4D04BH9,ST6000DX000,2.9649744644415e-311,0,118,,89,100,77,,276.4166666666667,100.0,98.0,26.0,69.0,,100,100,,,2016-04-05,370.4166666666667,94 days 00:00:00.000000000,94.0
2016-01-02,Z3013TQV,ST4000DM000,1.976651427858e-311,0,118,,91,100,85,,733.8333333333334,100.0,100.0,17.0,,,100,100,,,2016-01-11,742.8333333333334,9 days 00:00:00.000000000,9.0
2016-01-02,WD-WX11D84JN1EP,WDC WD60EFRX,2.9649744644415e-311,0,200,,202,200,100,,391.8333333333333,200.0,200.0,125.0,,200.0,200,100,100.0,,2016-01-05,394.875,3 days 00:00:00.000000000,3.0
2016-01-02,W0Q26EE1,ST320LT007,1.581370405447e-312,0,114,,98,100,87,,858.2083333333334,100.0,63.0,25.0,51.0,,100,100,,100.0,2016-01-21,877.4583333333334,19 days 00:00:00.000000000,19.0
2016-01-02,Z300PM99,ST4000DM000,1.976651427858e-311,0,105,,92,100,86,,798.2083333333334,100.0,88.0,31.0,,,100,100,,,2016-04-06,893.1666666666666,95 days 00:00:00.000000000,95.0
2016-01-02,Z300GYM0,ST4000DM000,1.976651427858e-311,0,119,,91,100,84,,891.0833333333334,100.0,91.0,27.0,,,100,100,,,2016-04-01,981.0,90 days 00:00:00.000000000,90.0
2016-01-02,JK1105B8J10GXX,Hitachi HDS722020ALA330,9.88328391275e-312,0,92,100.0,119,100,100,100.0,1697.5,100.0,100.0,250.0,,100.0,100,100,,,2016-01-13,1708.5,11 days 00:00:00.000000000,11.0
2016-01-02,WD-WCC4M3TTXF1Y,WDC WD20EFRX,9.88328391275e-312,0,200,,100,200,100,,106.25,200.0,200.0,128.0,,200.0,200,100,100.0,,2016-01-03,107.25,1 days 00:00:00.000000000,1.0
2016-01-02,Z3015CR3,ST4000DM000,1.976651427858e-311,0,112,,91,100,85,,733.5833333333334,100.0,100.0,21.0,,,100,100,,,2016-01-06,737.625,4 days 00:00:00.000000000,4.0
2016-01-02,WD-WMC4N0727496,WDC WD30EFRX,1.4824899095664e-311,0,200,,100,200,100,,72.33333333333333,200.0,200.0,125.0,,200.0,200,100,100.0,,2016-04-25,186.125,114 days 00:00:00.000000000,114.0
2016-01-02,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,200,,139,200,200,,1179.625,200.0,200.0,107.0,,200.0,200,100,100.0,,2016-04-13,1281.4166666666667,102 days 00:00:00.000000000,102.0
2016-01-02,Z3015C7D,ST4000DM000,1.976651427858e-311,0,117,,92,100,85,,732.2083333333334,100.0,100.0,34.0,,,100,100,,,2016-04-18,839.1666666666666,107 days 00:00:00.000000000,107.0
2016-01-02,W300SSCN,ST4000DM000,1.976651427858e-311,0,114,,99,100,84,,233.375,100.0,100.0,18.0,,,100,100,,,2016-01-19,250.41666666666666,17 days 00:00:00.000000000,17.0
2016-01-02,Z300GZ7X,ST4000DM000,1.976651427858e-311,0,110,,92,100,87,,901.0,100.0,93.0,27.0,,,100,100,,,2016-04-11,1000.9166666666666,100 days 00:00:00.000000000,100.0
2016-01-02,W300J9JA,ST4000DM000,1.976651427858e-311,0,117,,91,100,86,,813.0833333333334,100.0,95.0,20.0,,,100,100,,,2016-04-01,902.9583333333334,90 days 00:00:00.000000000,90.0
2016-01-02,Z300XBVK,ST4000DM000,1.976651427858e-311,0,109,,92,100,88,,608.375,100.0,93.0,29.0,,,100,100,,,2016-04-11,708.3333333333334,100 days 00:00:00.000000000,100.0
2016-01-02,Z300X7EZ,ST4000DM000,1.976651427858e-311,0,119,,92,100,85,,750.125,100.0,97.0,30.0,,,100,100,,,2016-01-06,754.0833333333334,4 days 00:00:00.000000000,4.0
2016-01-02,W300B34S,ST4000DM000,1.976651427858e-311,0,118,,92,100,88,,933.2916666666666,100.0,94.0,29.0,,,100,100,,,2016-04-06,1028.25,95 days 00:00:00.000000000,95.0
2016-01-02,S301146W,ST4000DM000,1.976651427858e-311,1,116,,97,100,84,,259.4583333333333,100.0,91.0,21.0,,,81,81,,,2016-01-02,259.4583333333333,0 days 00:00:00.000000000,0.0
2016-01-02,JK1105B8GA6AYX,Hitachi HDS722020ALA330,9.88328391275e-312,0,100,100.0,115,100,100,100.0,1883.875,99.0,99.0,181.0,,100.0,100,100,,,2016-01-05,1886.875,3 days 00:00:00.000000000,3.0
2016-01-02,S300Z46R,ST4000DM000,1.976651427858e-311,0,112,,97,100,81,,168.29166666666666,100.0,81.0,35.0,,,100,100,,,2016-04-15,272.2916666666667,104 days 00:00:00.000000000,104.0
2016-01-02,Z3026YZN,ST4000DM000,1.976651427858e-311,0,117,,93,100,86,,349.2916666666667,100.0,99.0,22.0,,,100,100,,,2016-04-06,444.2916666666667,95 days 00:00:00.000000000,95.0
2016-01-02,W300BT0J,ST4000DM000,1.976651427858e-311,0,113,,92,100,87,,924.1666666666666,100.0,81.0,25.0,,,100,100,,,2016-04-15,1028.1666666666667,104 days 00:00:00.000000000,104.0
2016-01-02,S300XR31,ST4000DM000,1.976651427858e-311,0,117,,99,100,87,,390.2916666666667,100.0,100.0,33.0,,,100,100,,,2016-04-04,483.2083333333333,93 days 00:00:00.000000000,93.0
2016-01-02,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,200,,138,200,200,,1483.7916666666667,200.0,200.0,106.0,,200.0,200,200,200.0,,2016-04-13,1585.4583333333333,102 days 00:00:00.000000000,102.0
2016-01-02,WD-WMC4N2523398,WDC WD30EFRX,1.4824899095664e-311,0,200,,178,200,100,,486.25,200.0,200.0,128.0,,200.0,200,100,100.0,,2016-04-22,597.0416666666666,111 days 00:00:00.000000000,111.0
2016-01-02,WD-WX71A9290300,WDC WD3200BEKT,1.581370405447e-312,0,200,,162,200,100,,819.8333333333334,200.0,126.0,109.0,,200.0,200,100,100.0,200.0,2016-04-09,916.6666666666666,98 days 00:00:00.000000000,98.0
2016-01-02,Z300PMEL,ST4000DM000,1.976651427858e-311,0,117,,92,100,86,,799.5,100.0,93.0,30.0,,,100,100,,,2016-04-08,896.4583333333334,97 days 00:00:00.000000000,97.0
2016-01-02,WD-WCAV3E973409,WDC WD800AAJS,3.95382761547e-313,0,200,,135,200,200,,1419.5,200.0,200.0,114.0,,200.0,200,100,100.0,,2016-04-25,1533.2916666666667,114 days 00:00:00.000000000,114.0
2016-01-02,W300D36Z,ST4000DM000,1.976651427858e-311,0,114,,92,100,87,,925.5833333333334,100.0,73.0,24.0,,,100,100,,,2016-01-08,931.5833333333334,6 days 00:00:00.000000000,6.0
2016-01-02,W0Q6WJGE,ST320LT007,1.581370405447e-312,0,119,,98,100,85,,532.125,100.0,87.0,33.0,52.0,,100,100,,100.0,2016-01-21,551.3333333333334,19 days 00:00:00.000000000,19.0
2016-01-02,Z300XNXP,ST4000DM000,1.976651427858e-311,0,119,,91,100,81,,724.2916666666666,100.0,88.0,31.0,,,100,100,,,2016-04-26,839.25,115 days 00:00:00.000000000,115.0
2016-01-02,Z3025LCN,ST4000DM000,1.976651427858e-311,1,117,,97,100,86,,422.3333333333333,100.0,96.0,34.0,,,100,100,,,2016-01-02,422.3333333333333,0 days 00:00:00.000000000,0.0
2016-01-02,Z300XD1D,ST4000DM000,1.976651427858e-311,0,117,,92,100,85,,750.0833333333334,100.0,97.0,28.0,,,100,100,,,2016-04-28,867.0,117 days 00:00:00.000000000,117.0
2016-01-02,W0Q7G3WK,ST320LT007,1.581370405447e-312,0,117,,98,100,87,,1107.5416666666667,100.0,32.0,34.0,54.0,,100,100,,100.0,2016-04-28,1225.7916666666667,117 days 00:00:00.000000000,117.0
2016-01-02,S3011FTD,ST4000DM000,1.976651427858e-311,0,119,,98,100,84,,259.4166666666667,100.0,90.0,19.0,,,100,100,,,2016-04-12,360.375,101 days 00:00:00.000000000,101.0
2016-01-02,WD-WCC4N0397882,WDC WD30EFRX,1.4824899095664e-311,0,200,,178,200,100,,599.5833333333334,200.0,124.0,126.0,,200.0,200,100,100.0,,2016-04-24,712.4166666666666,113 days 00:00:00.000000000,113.0
2016-01-02,W0Q7G3JM,ST320LT007,1.581370405447e-312,0,118,,98,100,87,,1072.625,100.0,14.0,23.0,55.0,,100,100,,100.0,2016-04-28,1190.8333333333333,117 days 00:00:00.000000000,117.0
2016-01-02,WD-WMAV3J935957,WDC WD800AAJS,3.95382761547e-313,0,200,,134,200,200,,1358.25,200.0,200.0,113.0,,200.0,200,100,100.0,,2016-04-26,1473.0416666666667,115 days 00:00:00.000000000,115.0
2016-01-02,W0Q7FR76,ST320LT007,1.581370405447e-312,0,111,,98,100,87,,1074.375,100.0,13.0,26.0,53.0,,100,100,,100.0,2016-04-05,1169.3333333333333,94 days 00:00:00.000000000,94.0
2016-01-02,WD-WMAV3K823407,WDC WD1600AAJB,7.9071197618e-313,0,200,,136,200,200,,1208.0,200.0,200.0,105.0,,200.0,200,200,200.0,,2016-04-11,1307.8333333333333,100 days 00:00:00.000000000,100.0
2016-01-02,Z30177ZE,ST4000DM000,1.976651427858e-311,0,110,,93,100,78,,666.375,100.0,27.0,24.0,,,100,100,,,2016-01-17,681.375,15 days 00:00:00.000000000,15.0
2016-01-02,S300XRCA,ST4000DM000,1.976651427858e-311,0,115,,98,100,83,,231.29166666666666,100.0,84.0,22.0,,,100,100,,,2016-04-28,348.25,117 days 00:00:00.000000000,117.0
2016-01-02,W0Q7D8BK,ST320LT007,1.581370405447e-312,0,119,,98,100,87,,1104.75,100.0,35.0,31.0,53.0,,100,100,,100.0,2016-04-28,1223.0,117 days 00:00:00.000000000,117.0
2016-01-02,Z304JFAQ,ST4000DM000,1.976651427858e-311,0,116,,99,100,75,,43.583333333333336,100.0,97.0,29.0,,,100,100,,,2016-04-21,153.54166666666666,110 days 00:00:00.000000000,110.0
2016-01-02,Z300YTZ7,ST4000DM000,1.976651427858e-311,0,116,,95,100,87,,428.3333333333333,100.0,99.0,18.0,,,100,100,,,2016-04-18,535.2916666666666,107 days 00:00:00.000000000,107.0
2016-01-02,W300BSKD,ST4000DM000,1.976651427858e-311,0,117,,92,100,88,,925.5833333333334,100.0,85.0,25.0,,,100,100,,,2016-01-06,929.5833333333334,4 days 00:00:00.000000000,4.0
2016-01-02,S300VLF9,ST4000DM000,1.976651427858e-311,0,120,,96,100,81,,156.375,100.0,81.0,26.0,,,100,100,,,2016-04-11,256.2916666666667,100 days 00:00:00.000000000,100.0
2016-01-02,W0Q7G36S,ST320LT007,1.581370405447e-312,0,118,,98,100,87,,1107.4166666666667,100.0,9.0,32.0,54.0,,100,100,,100.0,2016-04-28,1225.7083333333333,117 days 00:00:00.000000000,117.0
2016-01-02,Z3025KHS,ST4000DM000,1.976651427858e-311,0,112,,98,100,86,,414.25,100.0,96.0,29.0,,,100,100,,,2016-04-28,531.2083333333334,117 days 00:00:00.000000000,117.0
2016-01-02,S30114J3,ST4000DM000,1.976651427858e-311,0,117,,92,100,84,,259.25,100.0,89.0,20.0,,,100,100,,,2016-04-04,352.2083333333333,93 days 00:00:00.000000000,93.0
2016-01-02,PL1301LAG3594H,Hitachi HDS5C4040ALE630,1.976651427858e-311,1,85,135.0,126,91,100,111.0,1027.5833333333333,100.0,100.0,230.0,,66.0,100,100,,,2016-01-02,1027.5833333333333,0 days 00:00:00.000000000,0.0
2016-01-02,WD-WMC4N1316862,WDC WD30EFRX,1.4824899095664e-311,0,200,,100,200,200,,692.6666666666666,200.0,195.0,132.0,,200.0,200,100,100.0,,2016-01-17,707.6666666666666,15 days 00:00:00.000000000,15.0
2016-01-02,JK11A8B9J388ZF,Hitachi HDS722020ALA330,9.88328391275e-312,0,100,100.0,138,100,100,100.0,1760.7916666666667,99.0,99.0,153.0,,100.0,100,100,,,2016-01-05,1763.8333333333333,3 days 00:00:00.000000000,3.0
2016-01-02,JK1101B9JP60TU,Hitachi HDS722020ALA330,9.88328391275e-312,0,100,100.0,122,100,100,100.0,1751.5,100.0,100.0,230.0,,100.0,100,100,,,2016-01-10,1759.5416666666667,8 days 00:00:00.000000000,8.0
2016-01-02,Z30054Q5,ST4000DM000,1.976651427858e-311,0,119,,92,100,84,,729.5,100.0,95.0,21.0,,,100,100,,,2016-01-03,730.5,1 days 00:00:00.000000000,1.0
2016-01-02,W0Q6GWHX,ST320LT007,1.581370405447e-312,0,116,,98,100,87,,1124.4583333333333,100.0,28.0,32.0,56.0,,100,100,,100.0,2016-04-28,1242.75,117 days 00:00:00.000000000,117.0
2016-01-02,WD-WCAMD1671734,WDC WD800BB,3.95382761547e-313,0,200,,167,200,100,,2707.0416666666665,,,111.0,,200.0,200,200,200.0,,2016-04-27,2822.6666666666665,116 days 00:00:00.000000000,116.0
2016-01-02,WD-WMAV3J935956,WDC WD800AAJS,3.95382761547e-313,0,200,,136,200,200,,1357.875,200.0,200.0,112.0,,200.0,200,200,200.0,,2016-04-26,1472.6666666666667,115 days 00:00:00.000000000,115.0
2016-01-02,Z3014P58,ST4000DM000,1.976651427858e-311,0,115,,91,100,87,,674.3333333333334,100.0,53.0,26.0,,,100,100,,,2016-01-17,689.3333333333334,15 days 00:00:00.000000000,15.0
2016-01-02,W3005VKC,ST4000DM000,1.976651427858e-311,0,119,,93,100,87,,287.5416666666667,100.0,97.0,22.0,,,100,100,,,2016-04-26,402.5,115 days 00:00:00.000000000,115.0
2016-01-02,Z302A13D,ST4000DM000,1.976651427858e-311,0,119,,97,100,84,,329.2916666666667,100.0,79.0,19.0,,,100,100,,,2016-04-29,447.2916666666667,118 days 00:00:00.000000000,118.0
2016-01-02,Z300X1K0,ST4000DM000,1.976651427858e-311,0,108,,91,100,79,,714.3333333333334,100.0,96.0,32.0,,,100,100,,,2016-04-27,830.2916666666666,116 days 00:00:00.000000000,116.0
2016-01-02,Z3015CEW,ST4000DM000,1.976651427858e-311,0,119,,96,100,82,,652.3333333333334,100.0,99.0,32.0,,,100,100,,,2016-01-20,670.3333333333334,18 days 00:00:00.000000000,18.0
2016-01-02,JK11A8B9HTY23F,Hitachi HDS722020ALA330,9.88328391275e-312,0,82,116.0,100,92,100,46.0,744.0833333333334,96.0,96.0,230.0,,91.0,100,100,,,2016-01-04,746.0416666666666,2 days 00:00:00.000000000,2.0
2016-01-02,WD-WCAYUAS62352,WDC WD1600AAJS,7.9071197618e-313,0,200,,137,200,100,,1502.9166666666667,200.0,200.0,115.0,,200.0,200,100,100.0,,2016-04-06,1596.4583333333333,95 days 00:00:00.000000000,95.0
2016-01-02,Z3001J37,ST4000DM000,1.976651427858e-311,0,118,,91,99,87,,977.5833333333334,100.0,11.0,35.0,,,100,100,,,2016-04-01,1067.5416666666667,90 days 00:00:00.000000000,90.0
2016-01-02,JK11A8B9J90WMF,Hitachi HDS722020ALA330,9.88328391275e-312,0,100,100.0,118,100,100,100.0,1792.8333333333333,100.0,100.0,153.0,,100.0,100,100,,,2016-04-29,1910.7916666666667,118 days 00:00:00.000000000,118.0
2016-01-02,Z304HT8H,ST4000DM000,1.976651427858e-311,0,108,,99,100,75,,43.583333333333336,100.0,97.0,27.0,,,100,100,,,2016-01-07,48.583333333333336,5 days 00:00:00.000000000,5.0
2016-01-02,Z300GPY9,ST4000DM000,1.976651427858e-311,1,117,,93,100,87,,902.8333333333334,100.0,97.0,21.0,,,100,100,,,2016-01-02,902.8333333333334,0 days 00:00:00.000000000,0.0
2016-01-02,Z3029FG7,ST4000DM000,1.976651427858e-311,0,114,,91,100,86,,354.0416666666667,100.0,95.0,24.0,,,100,100,,,2016-01-13,365.0416666666667,11 days 00:00:00.000000000,11.0
2016-01-02,Z3015CLH,ST4000DM000,1.976651427858e-311,0,114,,91,100,84,,733.5833333333334,100.0,83.0,19.0,,,100,100,,,2016-04-18,840.5416666666666,107 days 00:00:00.000000000,107.0
2016-01-02,Z302511Z,ST4000DM000,1.976651427858e-311,0,117,,93,100,87,,444.0833333333333,100.0,88.0,18.0,,,100,100,,,2016-01-17,459.0833333333333,15 days 00:00:00.000000000,15.0
2016-01-02,Z300W8D9,ST4000DM000,1.976651427858e-311,0,115,,91,100,85,,785.2083333333334,100.0,90.0,21.0,,,100,100,,,2016-04-11,885.125,100 days 00:00:00.000000000,100.0
2016-01-02,WD-WCAV3E974559,WDC WD800AAJS,3.95382761547e-313,0,200,,133,200,200,,1387.1666666666667,200.0,200.0,119.0,,200.0,200,200,200.0,,2016-04-25,1500.9583333333333,114 days 00:00:00.000000000,114.0
2016-01-02,Z300GZ2B,ST4000DM000,1.976651427858e-311,0,117,,92,100,88,,904.1666666666666,100.0,96.0,27.0,,,100,100,,,2016-04-12,1005.125,101 days 00:00:00.000000000,101.0
2016-01-02,W0Q1LBWJ,ST320LT007,1.581370405447e-312,0,117,,98,100,87,,777.25,100.0,62.0,28.0,51.0,,100,100,,100.0,2016-01-18,793.4166666666666,16 days 00:00:00.000000000,16.0
2016-01-02,Z300GQ25,ST4000DM000,1.976651427858e-311,0,119,,95,100,87,,872.7083333333334,100.0,98.0,21.0,,,100,100,,,2016-04-25,986.625,114 days 00:00:00.000000000,114.0
2016-01-02,Z30305D5,ST4000DM000,1.976651427858e-311,0,118,,98,100,81,,95.54166666666667,100.0,99.0,23.0,,,100,100,,,2016-04-12,196.5,101 days 00:00:00.000000000,101.0
